permno	companyname	tickers	cc_date	window_start	window_end
12699	21Vianet Group Inc	VNET	17-Aug-2016 00:00	17-Aug-2016 00:00	31-Aug-2016 00:00
78664	3D Systems Corp	TDSS	26-Feb-2015 00:00	26-Feb-2015 00:00	12-Mar-2015 00:00
22592	3M Co	MMM	22-Oct-2015 00:00	22-Oct-2015 00:00	05-Nov-2015 00:00
22592	3M Co	MMM	23-Apr-2015 00:00	23-Apr-2015 00:00	07-May-2015 00:00
22592	3M Co	MMM	23-Jul-2015 00:00	23-Jul-2015 00:00	06-Aug-2015 00:00
22592	3M Co	MMM	23-Oct-2018 00:00	23-Oct-2018 00:00	06-Nov-2018 00:00
22592	3M Co	MMM	24-Jan-2017 00:00	24-Jan-2017 00:00	07-Feb-2017 00:00
22592	3M Co	MMM	24-Oct-2017 00:00	24-Oct-2017 00:00	07-Nov-2017 00:00
22592	3M Co	MMM	25-Apr-2017 00:00	25-Apr-2017 00:00	09-May-2017 00:00
22592	3M Co	MMM	25-Jul-2017 00:00	25-Jul-2017 00:00	08-Aug-2017 00:00
22592	3M Co	MMM	25-Oct-2016 00:00	25-Oct-2016 00:00	08-Nov-2016 00:00
22592	3M Co	MMM	26-Apr-2016 00:00	26-Apr-2016 00:00	10-May-2016 00:00
22592	3M Co	MMM	26-Jan-2016 00:00	26-Jan-2016 00:00	09-Feb-2016 00:00
85177	8x8 Inc	EGHT	24-May-2018 00:00	24-May-2018 00:00	07-Jun-2018 00:00
85177	8x8 Inc	EGHT	25-May-2017 00:00	25-May-2017 00:00	08-Jun-2017 00:00
85177	8x8 Inc	EGHT	26-Jul-2018 00:00	26-Jul-2018 00:00	09-Aug-2018 00:00
85177	8x8 Inc	EGHT	27-Jul-2017 00:00	27-Jul-2017 00:00	10-Aug-2017 00:00
85177	8x8 Inc	EGHT	29-Oct-2018 00:00	29-Oct-2018 00:00	12-Nov-2018 00:00
14495	A10 Networks Inc	002P	26-Oct-2017 00:00	26-Oct-2017 00:00	09-Nov-2017 00:00
14495	A10 Networks Inc	002P	28-Jul-2016 00:00	28-Jul-2016 00:00	11-Aug-2016 00:00
76712	AES Corp	AESC	05-Nov-2015 00:00	05-Nov-2015 00:00	19-Nov-2015 00:00
76712	AES Corp	AESC	27-Feb-2017 00:00	27-Feb-2017 00:00	13-Mar-2017 00:00
77520	AGCO Corp	AGCO	02-Feb-2016 00:00	02-Feb-2016 00:00	16-Feb-2016 00:00
77520	AGCO Corp	AGCO	03-Feb-2015 00:00	03-Feb-2015 00:00	17-Feb-2015 00:00
77520	AGCO Corp	AGCO	28-Oct-2015 00:00	28-Oct-2015 00:00	11-Nov-2015 00:00
80303	AK Steel Holding Corp	AKST	24-Jan-2017 00:00	24-Jan-2017 00:00	07-Feb-2017 00:00
80303	AK Steel Holding Corp	AKST	25-Oct-2016 00:00	25-Oct-2016 00:00	08-Nov-2016 00:00
80303	AK Steel Holding Corp	AKST	26-Jan-2016 00:00	26-Jan-2016 00:00	09-Feb-2016 00:00
80303	AK Steel Holding Corp	AKST	26-Jul-2016 00:00	26-Jul-2016 00:00	09-Aug-2016 00:00
80303	AK Steel Holding Corp	AKST	27-Oct-2015 00:00	27-Oct-2015 00:00	10-Nov-2015 00:00
80303	AK Steel Holding Corp	AKST	28-Apr-2015 00:00	28-Apr-2015 00:00	12-May-2015 00:00
80303	AK Steel Holding Corp	AKST	30-Jan-2018 00:00	30-Jan-2018 00:00	13-Feb-2018 00:00
12880	AMC Networks Inc	AMCV	03-Nov-2016 00:00	03-Nov-2016 00:00	17-Nov-2016 00:00
12880	AMC Networks Inc	AMCV	04-Aug-2016 00:00	04-Aug-2016 00:00	18-Aug-2016 00:00
12880	AMC Networks Inc	AMCV	06-Aug-2015 00:00	06-Aug-2015 00:00	20-Aug-2015 00:00
76671	ANN Inc	ANN	13-Mar-2015 00:00	13-Mar-2015 00:00	27-Mar-2015 00:00
76671	ANN Inc	ANN	22-May-2015 00:00	22-May-2015 00:00	05-Jun-2015 00:00
79564	ARRIS International plc	ANTE	01-Aug-2018 00:00	01-Aug-2018 00:00	15-Aug-2018 00:00
79564	ARRIS International plc	ANTE	01-May-2018 00:00	01-May-2018 00:00	15-May-2018 00:00
79564	ARRIS International plc	ANTE	01-Nov-2017 00:00	01-Nov-2017 00:00	15-Nov-2017 00:00
79564	ARRIS International plc	ANTE	03-May-2017 00:00	03-May-2017 00:00	17-May-2017 00:00
79564	ARRIS International plc	ANTE	22-Feb-2017 00:00	22-Feb-2017 00:00	08-Mar-2017 00:00
79564	ARRIS International plc	ANTE	26-Oct-2016 00:00	26-Oct-2016 00:00	09-Nov-2016 00:00
89789	AXIS Capital Holdings Ltd	AXS	02-Feb-2017 00:00	02-Feb-2017 00:00	16-Feb-2017 00:00
89789	AXIS Capital Holdings Ltd	AXS	03-Feb-2016 00:00	03-Feb-2016 00:00	17-Feb-2016 00:00
89789	AXIS Capital Holdings Ltd	AXS	08-Feb-2018 00:00	08-Feb-2018 00:00	22-Feb-2018 00:00
89789	AXIS Capital Holdings Ltd	AXS	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
89789	AXIS Capital Holdings Ltd	AXS	26-Apr-2018 00:00	26-Apr-2018 00:00	10-May-2018 00:00
89789	AXIS Capital Holdings Ltd	AXS	26-Jul-2018 00:00	26-Jul-2018 00:00	09-Aug-2018 00:00
89789	AXIS Capital Holdings Ltd	AXS	27-Apr-2016 00:00	27-Apr-2016 00:00	11-May-2016 00:00
89789	AXIS Capital Holdings Ltd	AXS	27-Jul-2016 00:00	27-Jul-2016 00:00	10-Aug-2016 00:00
89789	AXIS Capital Holdings Ltd	AXS	27-Oct-2016 00:00	27-Oct-2016 00:00	10-Nov-2016 00:00
13721	AbbVie Inc	ABBV	02-Nov-2018 00:00	02-Nov-2018 00:00	16-Nov-2018 00:00
13721	AbbVie Inc	ABBV	26-Apr-2018 00:00	26-Apr-2018 00:00	10-May-2018 00:00
13721	AbbVie Inc	ABBV	27-Apr-2017 00:00	27-Apr-2017 00:00	11-May-2017 00:00
13721	AbbVie Inc	ABBV	27-Jan-2017 00:00	27-Jan-2017 00:00	10-Feb-2017 00:00
13721	AbbVie Inc	ABBV	28-Jul-2017 00:00	28-Jul-2017 00:00	11-Aug-2017 00:00
13721	AbbVie Inc	ABBV	29-Jan-2016 00:00	29-Jan-2016 00:00	12-Feb-2016 00:00
13721	AbbVie Inc	ABBV	30-Jan-2015 00:00	30-Jan-2015 00:00	13-Feb-2015 00:00
20482	Abbott Laboratories	ABT	17-Oct-2018 00:00	17-Oct-2018 00:00	31-Oct-2018 00:00
20482	Abbott Laboratories	ABT	18-Jul-2018 00:00	18-Jul-2018 00:00	01-Aug-2018 00:00
20482	Abbott Laboratories	ABT	20-Apr-2016 00:00	20-Apr-2016 00:00	04-May-2016 00:00
20482	Abbott Laboratories	ABT	20-Jul-2017 00:00	20-Jul-2017 00:00	03-Aug-2017 00:00
20482	Abbott Laboratories	ABT	22-Apr-2015 00:00	22-Apr-2015 00:00	06-May-2015 00:00
20482	Abbott Laboratories	ABT	22-Jul-2015 00:00	22-Jul-2015 00:00	05-Aug-2015 00:00
20482	Abbott Laboratories	ABT	24-Jan-2018 00:00	24-Jan-2018 00:00	07-Feb-2018 00:00
20482	Abbott Laboratories	ABT	25-Jan-2017 00:00	25-Jan-2017 00:00	08-Feb-2017 00:00
20482	Abbott Laboratories	ABT	29-Jan-2015 00:00	29-Jan-2015 00:00	12-Feb-2015 00:00
83976	Abercrombie & Fitch Co	ANF	01-Jun-2018 00:00	01-Jun-2018 00:00	15-Jun-2018 00:00
83976	Abercrombie & Fitch Co	ANF	02-Mar-2016 00:00	02-Mar-2016 00:00	16-Mar-2016 00:00
83976	Abercrombie & Fitch Co	ANF	04-Mar-2015 00:00	04-Mar-2015 00:00	18-Mar-2015 00:00
83976	Abercrombie & Fitch Co	ANF	17-Nov-2017 00:00	17-Nov-2017 00:00	01-Dec-2017 00:00
83976	Abercrombie & Fitch Co	ANF	18-Nov-2016 00:00	18-Nov-2016 00:00	02-Dec-2016 00:00
83976	Abercrombie & Fitch Co	ANF	20-Nov-2015 00:00	20-Nov-2015 00:00	04-Dec-2015 00:00
83976	Abercrombie & Fitch Co	ANF	26-Aug-2015 00:00	26-Aug-2015 00:00	09-Sep-2015 00:00
83976	Abercrombie & Fitch Co	ANF	28-May-2015 00:00	28-May-2015 00:00	11-Jun-2015 00:00
83976	Abercrombie & Fitch Co	ANF	30-Aug-2016 00:00	30-Aug-2016 00:00	13-Sep-2016 00:00
75107	Abiomed Inc	ABD	04-May-2017 00:00	04-May-2017 00:00	18-May-2017 00:00
16051	Acacia Communications Inc	ACIA	01-Nov-2018 00:00	01-Nov-2018 00:00	15-Nov-2018 00:00
16051	Acacia Communications Inc	ACIA	02-Aug-2018 00:00	02-Aug-2018 00:00	16-Aug-2018 00:00
16051	Acacia Communications Inc	ACIA	02-Nov-2017 00:00	02-Nov-2017 00:00	16-Nov-2017 00:00
16051	Acacia Communications Inc	ACIA	03-Aug-2017 00:00	03-Aug-2017 00:00	17-Aug-2017 00:00
16051	Acacia Communications Inc	ACIA	03-May-2018 00:00	03-May-2018 00:00	17-May-2018 00:00
16051	Acacia Communications Inc	ACIA	09-May-2017 00:00	09-May-2017 00:00	23-May-2017 00:00
16051	Acacia Communications Inc	ACIA	22-Feb-2018 00:00	22-Feb-2018 00:00	08-Mar-2018 00:00
16051	Acacia Communications Inc	ACIA	23-Feb-2017 00:00	23-Feb-2017 00:00	09-Mar-2017 00:00
89071	Accenture PLC	ACNT	22-Mar-2018 00:00	22-Mar-2018 00:00	05-Apr-2018 00:00
89071	Accenture PLC	ACNT	28-Jun-2018 00:00	28-Jun-2018 00:00	12-Jul-2018 00:00
91814	Accuray Inc	ARIC	26-Apr-2016 00:00	26-Apr-2016 00:00	10-May-2016 00:00
91814	Accuray Inc	ARIC	27-Jan-2015 00:00	27-Jan-2015 00:00	10-Feb-2015 00:00
91814	Accuray Inc	ARIC	30-Apr-2015 00:00	30-Apr-2015 00:00	14-May-2015 00:00
79678	Activision Blizzard Inc	AVSN	02-Nov-2017 00:00	02-Nov-2017 00:00	16-Nov-2017 00:00
79678	Activision Blizzard Inc	AVSN	03-Aug-2017 00:00	03-Aug-2017 00:00	17-Aug-2017 00:00
79678	Activision Blizzard Inc	AVSN	03-May-2018 00:00	03-May-2018 00:00	17-May-2018 00:00
79678	Activision Blizzard Inc	AVSN	03-Nov-2016 00:00	03-Nov-2016 00:00	17-Nov-2016 00:00
79678	Activision Blizzard Inc	AVSN	04-May-2017 00:00	04-May-2017 00:00	18-May-2017 00:00
79678	Activision Blizzard Inc	AVSN	08-Nov-2018 00:00	08-Nov-2018 00:00	22-Nov-2018 00:00
79678	Activision Blizzard Inc	AVSN	09-Feb-2017 00:00	09-Feb-2017 00:00	23-Feb-2017 00:00
16434	Acushnet Holdings Corp	01AC	01-Nov-2018 00:00	01-Nov-2018 00:00	15-Nov-2018 00:00
16434	Acushnet Holdings Corp	01AC	02-Aug-2018 00:00	02-Aug-2018 00:00	16-Aug-2018 00:00
16434	Acushnet Holdings Corp	01AC	03-May-2018 00:00	03-May-2018 00:00	17-May-2018 00:00
16434	Acushnet Holdings Corp	01AC	12-May-2017 00:00	12-May-2017 00:00	26-May-2017 00:00
14713	Adeptus Health Inc	0074	19-Feb-2015 00:00	19-Feb-2015 00:00	05-Mar-2015 00:00
14713	Adeptus Health Inc	0074	22-Oct-2015 00:00	22-Oct-2015 00:00	05-Nov-2015 00:00
14713	Adeptus Health Inc	0074	23-Apr-2015 00:00	23-Apr-2015 00:00	07-May-2015 00:00
14713	Adeptus Health Inc	0074	23-Jul-2015 00:00	23-Jul-2015 00:00	06-Aug-2015 00:00
16342	Adient PLC	01AB	28-Apr-2017 00:00	28-Apr-2017 00:00	12-May-2017 00:00
75510	Adobe Systems Inc	ADBE	13-Dec-2018 00:00	13-Dec-2018 00:00	27-Dec-2018 00:00
75510	Adobe Systems Inc	ADBE	14-Jun-2018 00:00	14-Jun-2018 00:00	28-Jun-2018 00:00
75510	Adobe Systems Inc	ADBE	15-Mar-2018 00:00	15-Mar-2018 00:00	29-Mar-2018 00:00
75510	Adobe Systems Inc	ADBE	16-Mar-2017 00:00	16-Mar-2017 00:00	30-Mar-2017 00:00
75510	Adobe Systems Inc	ADBE	17-Mar-2015 00:00	17-Mar-2015 00:00	31-Mar-2015 00:00
75510	Adobe Systems Inc	ADBE	17-Mar-2016 00:00	17-Mar-2016 00:00	31-Mar-2016 00:00
75510	Adobe Systems Inc	ADBE	19-Sep-2017 00:00	19-Sep-2017 00:00	03-Oct-2017 00:00
75510	Adobe Systems Inc	ADBE	20-Sep-2016 00:00	20-Sep-2016 00:00	04-Oct-2016 00:00
89217	Advance Auto Parts Inc	AAPS	11-Feb-2016 00:00	11-Feb-2016 00:00	25-Feb-2016 00:00
89217	Advance Auto Parts Inc	AAPS	12-Nov-2015 00:00	12-Nov-2015 00:00	26-Nov-2015 00:00
89217	Advance Auto Parts Inc	AAPS	13-Aug-2015 00:00	13-Aug-2015 00:00	27-Aug-2015 00:00
89217	Advance Auto Parts Inc	AAPS	14-Aug-2018 00:00	14-Aug-2018 00:00	28-Aug-2018 00:00
89217	Advance Auto Parts Inc	AAPS	14-Nov-2016 00:00	14-Nov-2016 00:00	28-Nov-2016 00:00
89217	Advance Auto Parts Inc	AAPS	14-Nov-2017 00:00	14-Nov-2017 00:00	28-Nov-2017 00:00
89217	Advance Auto Parts Inc	AAPS	15-Aug-2017 00:00	15-Aug-2017 00:00	29-Aug-2017 00:00
89217	Advance Auto Parts Inc	AAPS	16-Aug-2016 00:00	16-Aug-2016 00:00	30-Aug-2016 00:00
89217	Advance Auto Parts Inc	AAPS	19-May-2016 00:00	19-May-2016 00:00	02-Jun-2016 00:00
89217	Advance Auto Parts Inc	AAPS	21-Feb-2017 00:00	21-Feb-2017 00:00	07-Mar-2017 00:00
89217	Advance Auto Parts Inc	AAPS	21-Feb-2018 00:00	21-Feb-2018 00:00	07-Mar-2018 00:00
89217	Advance Auto Parts Inc	AAPS	22-May-2018 00:00	22-May-2018 00:00	05-Jun-2018 00:00
89217	Advance Auto Parts Inc	AAPS	24-May-2017 00:00	24-May-2017 00:00	07-Jun-2017 00:00
16435	Advanced Disposal Services Inc	ADSW	01-Nov-2018 00:00	01-Nov-2018 00:00	15-Nov-2018 00:00
91602	AerCap Holdings NV	AERH	02-Nov-2017 00:00	02-Nov-2017 00:00	16-Nov-2017 00:00
91602	AerCap Holdings NV	AERH	03-Aug-2017 00:00	03-Aug-2017 00:00	17-Aug-2017 00:00
91602	AerCap Holdings NV	AERH	08-Nov-2016 00:00	08-Nov-2016 00:00	22-Nov-2016 00:00
91602	AerCap Holdings NV	AERH	10-Nov-2015 00:00	10-Nov-2015 00:00	24-Nov-2015 00:00
91602	AerCap Holdings NV	AERH	11-Aug-2015 00:00	11-Aug-2015 00:00	25-Aug-2015 00:00
91602	AerCap Holdings NV	AERH	11-May-2015 00:00	11-May-2015 00:00	25-May-2015 00:00
91602	AerCap Holdings NV	AERH	21-Feb-2017 00:00	21-Feb-2017 00:00	07-Mar-2017 00:00
91602	AerCap Holdings NV	AERH	30-Jul-2018 00:00	30-Jul-2018 00:00	13-Aug-2018 00:00
91602	AerCap Holdings NV	AERH	30-Oct-2018 00:00	30-Oct-2018 00:00	13-Nov-2018 00:00
14498	Aerohive Networks Inc	HIVE	05-Aug-2015 00:00	05-Aug-2015 00:00	19-Aug-2015 00:00
14498	Aerohive Networks Inc	HIVE	11-Feb-2015 00:00	11-Feb-2015 00:00	25-Feb-2015 00:00
88845	Aetna Inc	AET	01-Feb-2016 00:00	01-Feb-2016 00:00	15-Feb-2016 00:00
88845	Aetna Inc	AET	02-Aug-2016 00:00	02-Aug-2016 00:00	16-Aug-2016 00:00
88845	Aetna Inc	AET	03-Feb-2015 00:00	03-Feb-2015 00:00	17-Feb-2015 00:00
88845	Aetna Inc	AET	04-Aug-2015 00:00	04-Aug-2015 00:00	18-Aug-2015 00:00
88845	Aetna Inc	AET	28-Apr-2015 00:00	28-Apr-2015 00:00	12-May-2015 00:00
88845	Aetna Inc	AET	29-Oct-2015 00:00	29-Oct-2015 00:00	12-Nov-2015 00:00
88845	Aetna Inc	AET	31-Oct-2017 00:00	31-Oct-2017 00:00	14-Nov-2017 00:00
57904	Aflac Inc	AFL	01-Feb-2017 00:00	01-Feb-2017 00:00	15-Feb-2017 00:00
57904	Aflac Inc	AFL	01-Feb-2018 00:00	01-Feb-2018 00:00	15-Feb-2018 00:00
57904	Aflac Inc	AFL	02-Feb-2016 00:00	02-Feb-2016 00:00	16-Feb-2016 00:00
57904	Aflac Inc	AFL	04-Feb-2015 00:00	04-Feb-2015 00:00	18-Feb-2015 00:00
57904	Aflac Inc	AFL	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
57904	Aflac Inc	AFL	26-Oct-2017 00:00	26-Oct-2017 00:00	09-Nov-2017 00:00
57904	Aflac Inc	AFL	27-Apr-2016 00:00	27-Apr-2016 00:00	11-May-2016 00:00
57904	Aflac Inc	AFL	27-Jul-2018 00:00	27-Jul-2018 00:00	10-Aug-2018 00:00
57904	Aflac Inc	AFL	28-Apr-2017 00:00	28-Apr-2017 00:00	12-May-2017 00:00
57904	Aflac Inc	AFL	28-Jul-2017 00:00	28-Jul-2017 00:00	11-Aug-2017 00:00
57904	Aflac Inc	AFL	28-Oct-2015 00:00	28-Oct-2015 00:00	11-Nov-2015 00:00
57904	Aflac Inc	AFL	29-Apr-2015 00:00	29-Apr-2015 00:00	13-May-2015 00:00
57904	Aflac Inc	AFL	29-Jul-2015 00:00	29-Jul-2015 00:00	12-Aug-2015 00:00
57904	Aflac Inc	AFL	29-Jul-2016 00:00	29-Jul-2016 00:00	12-Aug-2016 00:00
87432	Agilent Technologies Inc	AT1	14-Aug-2018 00:00	14-Aug-2018 00:00	28-Aug-2018 00:00
87432	Agilent Technologies Inc	AT1	14-Feb-2018 00:00	14-Feb-2018 00:00	28-Feb-2018 00:00
87432	Agilent Technologies Inc	AT1	14-May-2018 00:00	14-May-2018 00:00	28-May-2018 00:00
87432	Agilent Technologies Inc	AT1	15-Aug-2017 00:00	15-Aug-2017 00:00	29-Aug-2017 00:00
87432	Agilent Technologies Inc	AT1	15-Nov-2016 00:00	15-Nov-2016 00:00	29-Nov-2016 00:00
87432	Agilent Technologies Inc	AT1	16-Feb-2016 00:00	16-Feb-2016 00:00	01-Mar-2016 00:00
87432	Agilent Technologies Inc	AT1	16-Nov-2015 00:00	16-Nov-2015 00:00	30-Nov-2015 00:00
87432	Agilent Technologies Inc	AT1	17-Aug-2015 00:00	17-Aug-2015 00:00	31-Aug-2015 00:00
87432	Agilent Technologies Inc	AT1	17-Aug-2016 00:00	17-Aug-2016 00:00	31-Aug-2016 00:00
87432	Agilent Technologies Inc	AT1	17-Feb-2015 00:00	17-Feb-2015 00:00	03-Mar-2015 00:00
87432	Agilent Technologies Inc	AT1	18-May-2015 00:00	18-May-2015 00:00	01-Jun-2015 00:00
87432	Agilent Technologies Inc	AT1	20-Nov-2017 00:00	20-Nov-2017 00:00	04-Dec-2017 00:00
12641	Air Lease Corp	ALAL	22-Feb-2018 00:00	22-Feb-2018 00:00	08-Mar-2018 00:00
12641	Air Lease Corp	ALAL	23-Feb-2017 00:00	23-Feb-2017 00:00	09-Mar-2017 00:00
91426	Aircastle Ltd	AYR	04-May-2017 00:00	04-May-2017 00:00	18-May-2017 00:00
70308	Airgas Inc	AGA	03-Feb-2015 00:00	03-Feb-2015 00:00	17-Feb-2015 00:00
70308	Airgas Inc	AGA	27-Oct-2015 00:00	27-Oct-2015 00:00	10-Nov-2015 00:00
70308	Airgas Inc	AGA	28-Jul-2015 00:00	28-Jul-2015 00:00	11-Aug-2015 00:00
87299	Akamai Technologies Inc	AKAM	07-Feb-2017 00:00	07-Feb-2017 00:00	21-Feb-2017 00:00
87299	Akamai Technologies Inc	AKAM	09-Feb-2016 00:00	09-Feb-2016 00:00	23-Feb-2016 00:00
87299	Akamai Technologies Inc	AKAM	25-Oct-2016 00:00	25-Oct-2016 00:00	08-Nov-2016 00:00
87299	Akamai Technologies Inc	AKAM	28-Apr-2015 00:00	28-Apr-2015 00:00	12-May-2015 00:00
87299	Akamai Technologies Inc	AKAM	29-Oct-2018 00:00	29-Oct-2018 00:00	12-Nov-2018 00:00
87299	Akamai Technologies Inc	AKAM	30-Apr-2018 00:00	30-Apr-2018 00:00	14-May-2018 00:00
87299	Akamai Technologies Inc	AKAM	31-Jul-2018 00:00	31-Jul-2018 00:00	14-Aug-2018 00:00
28804	Alaska Air Group Inc	ALK	08-Feb-2017 00:00	08-Feb-2017 00:00	22-Feb-2017 00:00
28804	Alaska Air Group Inc	ALK	23-Apr-2018 00:00	23-Apr-2018 00:00	07-May-2018 00:00
28804	Alaska Air Group Inc	ALK	25-Jan-2018 00:00	25-Jan-2018 00:00	08-Feb-2018 00:00
28804	Alaska Air Group Inc	ALK	25-Oct-2017 00:00	25-Oct-2017 00:00	08-Nov-2017 00:00
28804	Alaska Air Group Inc	ALK	26-Apr-2017 00:00	26-Apr-2017 00:00	10-May-2017 00:00
28804	Alaska Air Group Inc	ALK	26-Jul-2017 00:00	26-Jul-2017 00:00	09-Aug-2017 00:00
80191	Albemarle Corp	ALB1	04-Aug-2016 00:00	04-Aug-2016 00:00	18-Aug-2016 00:00
80191	Albemarle Corp	ALB1	08-Aug-2017 00:00	08-Aug-2017 00:00	22-Aug-2017 00:00
80191	Albemarle Corp	ALB1	08-Aug-2018 00:00	08-Aug-2018 00:00	22-Aug-2018 00:00
80191	Albemarle Corp	ALB1	08-Nov-2016 00:00	08-Nov-2016 00:00	22-Nov-2016 00:00
80191	Albemarle Corp	ALB1	10-May-2018 00:00	10-May-2018 00:00	24-May-2018 00:00
80191	Albemarle Corp	ALB1	28-Feb-2017 00:00	28-Feb-2017 00:00	14-Mar-2017 00:00
80191	Albemarle Corp	ALB1	28-Feb-2018 00:00	28-Feb-2018 00:00	14-Mar-2018 00:00
16347	Alcoa Corp	01AF	19-Jul-2017 00:00	19-Jul-2017 00:00	02-Aug-2017 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	08-Feb-2018 00:00	08-Feb-2018 00:00	22-Feb-2018 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	16-Feb-2017 00:00	16-Feb-2017 00:00	02-Mar-2017 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	26-Apr-2018 00:00	26-Apr-2018 00:00	10-May-2018 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	26-Jul-2018 00:00	26-Jul-2018 00:00	09-Aug-2018 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	26-Oct-2017 00:00	26-Oct-2017 00:00	09-Nov-2017 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	27-Apr-2017 00:00	27-Apr-2017 00:00	11-May-2017 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	27-Jul-2017 00:00	27-Jul-2017 00:00	10-Aug-2017 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	27-Oct-2016 00:00	27-Oct-2016 00:00	10-Nov-2016 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	28-Apr-2016 00:00	28-Apr-2016 00:00	12-May-2016 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	28-Jul-2016 00:00	28-Jul-2016 00:00	11-Aug-2016 00:00
83111	Alexion Pharmaceuticals Inc	ALXN	30-Jul-2015 00:00	30-Jul-2015 00:00	13-Aug-2015 00:00
14888	Alibaba Group Holding Ltd	BABA	05-May-2016 00:00	05-May-2016 00:00	19-May-2016 00:00
14888	Alibaba Group Holding Ltd	BABA	29-Jan-2015 00:00	29-Jan-2015 00:00	12-Feb-2015 00:00
88860	Align Technology Inc	ALGN	22-Oct-2015 00:00	22-Oct-2015 00:00	05-Nov-2015 00:00
88860	Align Technology Inc	ALGN	23-Jul-2015 00:00	23-Jul-2015 00:00	06-Aug-2015 00:00
88860	Align Technology Inc	ALGN	24-Oct-2018 00:00	24-Oct-2018 00:00	07-Nov-2018 00:00
88860	Align Technology Inc	ALGN	25-Apr-2018 00:00	25-Apr-2018 00:00	09-May-2018 00:00
88860	Align Technology Inc	ALGN	25-Jul-2018 00:00	25-Jul-2018 00:00	08-Aug-2018 00:00
88860	Align Technology Inc	ALGN	26-Oct-2017 00:00	26-Oct-2017 00:00	09-Nov-2017 00:00
88860	Align Technology Inc	ALGN	27-Apr-2017 00:00	27-Apr-2017 00:00	11-May-2017 00:00
88860	Align Technology Inc	ALGN	28-Apr-2016 00:00	28-Apr-2016 00:00	12-May-2016 00:00
88860	Align Technology Inc	ALGN	28-Jan-2016 00:00	28-Jan-2016 00:00	11-Feb-2016 00:00
88860	Align Technology Inc	ALGN	29-Jan-2015 00:00	29-Jan-2015 00:00	12-Feb-2015 00:00
88860	Align Technology Inc	ALGN	31-Jan-2017 00:00	31-Jan-2017 00:00	14-Feb-2017 00:00
76736	Alkermes Plc	ALKS	15-Feb-2017 00:00	15-Feb-2017 00:00	01-Mar-2017 00:00
76736	Alkermes Plc	ALKS	23-Oct-2018 00:00	23-Oct-2018 00:00	06-Nov-2018 00:00
91659	Allegiant Travel Co	ALGG	25-Apr-2017 00:00	25-Apr-2017 00:00	09-May-2017 00:00
91659	Allegiant Travel Co	ALGG	25-Oct-2017 00:00	25-Oct-2017 00:00	08-Nov-2017 00:00
14297	Allegion PLC	ALEE	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
78916	Allergan plc	WATS	01-Nov-2017 00:00	01-Nov-2017 00:00	15-Nov-2017 00:00
78916	Allergan plc	WATS	02-Nov-2016 00:00	02-Nov-2016 00:00	16-Nov-2016 00:00
78916	Allergan plc	WATS	03-Aug-2017 00:00	03-Aug-2017 00:00	17-Aug-2017 00:00
78916	Allergan plc	WATS	06-Feb-2018 00:00	06-Feb-2018 00:00	20-Feb-2018 00:00
78916	Allergan plc	WATS	08-Aug-2016 00:00	08-Aug-2016 00:00	22-Aug-2016 00:00
78916	Allergan plc	WATS	09-May-2017 00:00	09-May-2017 00:00	23-May-2017 00:00
78916	Allergan plc	WATS	10-May-2016 00:00	10-May-2016 00:00	24-May-2016 00:00
78916	Allergan plc	WATS	22-Feb-2016 00:00	22-Feb-2016 00:00	07-Mar-2016 00:00
78916	Allergan plc	WATS	26-Jul-2018 00:00	26-Jul-2018 00:00	09-Aug-2018 00:00
78916	Allergan plc	WATS	30-Apr-2018 00:00	30-Apr-2018 00:00	14-May-2018 00:00
78916	Allergan plc	WATS	30-Oct-2018 00:00	30-Oct-2018 00:00	13-Nov-2018 00:00
13284	Allison Transmission Holdings Inc	ALSN	09-Feb-2016 00:00	09-Feb-2016 00:00	23-Feb-2016 00:00
13284	Allison Transmission Holdings Inc	ALSN	10-Feb-2015 00:00	10-Feb-2015 00:00	24-Feb-2015 00:00
13284	Allison Transmission Holdings Inc	ALSN	27-Oct-2015 00:00	27-Oct-2015 00:00	10-Nov-2015 00:00
13284	Allison Transmission Holdings Inc	ALSN	28-Apr-2015 00:00	28-Apr-2015 00:00	12-May-2015 00:00
14558	Ally Financial Inc	ALLY	02-Feb-2016 00:00	02-Feb-2016 00:00	16-Feb-2016 00:00
14558	Ally Financial Inc	ALLY	25-Oct-2017 00:00	25-Oct-2017 00:00	08-Nov-2017 00:00
14558	Ally Financial Inc	ALLY	25-Oct-2018 00:00	25-Oct-2018 00:00	08-Nov-2018 00:00
14558	Ally Financial Inc	ALLY	26-Apr-2016 00:00	26-Apr-2016 00:00	10-May-2016 00:00
